acc,val_acc,loss,val_loss
0.41361507773399353,0.5539647340774536,1.6937843561172485,0.5539647340774536
0.5682819485664368,0.6616189479827881,1.2585171461105347,0.6616189479827881
0.6627891063690186,0.7031938433647156,0.9933359026908875,0.7031938433647156
0.7380231022834778,0.803138792514801,0.7675082087516785,0.803138792514801
0.7809058427810669,0.8452643156051636,0.6373516321182251,0.8452643156051636
0.8116051554679871,0.875,0.550764262676239,0.875
0.8449201583862305,0.9025330543518066,0.4603770673274994,0.9025330543518066
0.86495041847229,0.879129946231842,0.41074079275131226,0.879129946231842
0.8719025254249573,0.8854625821113586,0.38819295167922974,0.8854625821113586
0.8862197399139404,0.9061123132705688,0.34530141949653625,0.9061123132705688
0.8966134190559387,0.9262114763259888,0.31107574701309204,0.9262114763259888
0.897095263004303,0.9289647340774536,0.3115018904209137,0.9289647340774536
0.9114124178886414,0.922081470489502,0.274120956659317,0.922081470489502
0.9149917364120483,0.9383260011672974,0.2578948438167572,0.9383260011672974
0.9199476838111877,0.9427312612533569,0.2505994439125061,0.9427312612533569
0.924559473991394,0.9421806335449219,0.23082132637500763,0.9421806335449219
0.9286894202232361,0.9306167364120483,0.21927060186862946,0.9306167364120483
0.9211178421974182,0.9391520023345947,0.24135076999664307,0.9391520023345947
0.9315804243087769,0.8945484757423401,0.20397599041461945,0.8945484757423401
0.9326817393302917,0.9430066347122192,0.20785538852214813,0.9430066347122192
