acc,val_acc,loss,val_loss
0.47205397486686707,0.6753854751586914,1.6155861616134644,0.6753854751586914
0.6722191572189331,0.759361207485199,1.0370146036148071,0.759361207485199
0.7360957860946655,0.7924008965492249,0.8333466053009033,0.7924008965492249
0.7695484757423401,0.8072687387466431,0.7346186637878418,0.8072687387466431
0.7965996861457825,0.8185572624206543,0.6465418338775635,0.8185572624206543
0.8085765242576599,0.8287444710731506,0.6112878322601318,0.8287444710731506
0.8242015242576599,0.8383810520172119,0.5659621357917786,0.8383810520172119
0.8235132098197937,0.842510998249054,0.5408498644828796,0.842510998249054
0.8349394202232361,0.8422356843948364,0.5220842957496643,0.8422356843948364
0.8409966826438904,0.8504955768585205,0.49974462389945984,0.8504955768585205
0.8463656306266785,0.8606828451156616,0.47613561153411865,0.8606828451156616
0.8476734757423401,0.8584801554679871,0.4695984721183777,0.8584801554679871
0.8575165271759033,0.8623347878456116,0.4555184543132782,0.8623347878456116
0.8527670502662659,0.865638792514801,0.4501911699771881,0.865638792514801
0.8580671548843384,0.8689427375793457,0.43551433086395264,0.8689427375793457
0.8637802600860596,0.8722466826438904,0.4229414463043213,0.8722466826438904
0.8650881052017212,0.8725220561027527,0.415751188993454,0.8725220561027527
0.8694933652877808,0.8736233711242676,0.4124920070171356,0.8736233711242676
0.8681855797767639,0.8725220561027527,0.4054694175720215,0.8725220561027527
0.8709388971328735,0.8755506873130798,0.39810910820961,0.8755506873130798
